VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
58_2019_11_22,1,22/11/2019 3:55,50.0,39.0,120.0,2679.49,65.0,-78.08,120.0,63.95,1.26,45.6,9433.85,50.06,50.98,61.75,61.88,44.03,118.93,1584.31,42.75,31.23,80,1244.49,0,64.19,1.2,120.23,63.64,84.36,75,-77.39,0
58_2019_11_22,1,22/11/2019 3:57,50.0,39.0,120.0,2679.49,65.0,-72.95,120.0,64.27,1.26,45.6,9376.13,50.34,50.98,61.75,61.88,43.88,120.0,1757.46,41.72,31.97,80,1129.05,0,64.19,1.2,119.58,63.64,84.39,75,-75.64,0
58_2019_11_22,1,22/11/2019 3:59,50.0,39.0,120.0,2679.49,65.0,-69.33,120.0,64.21,1.26,45.6,9395.59,50.15,50.98,61.75,61.88,43.88,120.0,1763.94,45.6,29.27,80,2250.32,0,67.74,1.2,120.88,64.72,84.41,76,-73.86,0
58_2019_11_22,1,22/11/2019 4:01,50.0,39.0,120.0,2679.49,65.0,-72.17,120.0,64.35,1.26,43.65,9407.91,50.02,50.98,61.75,61.88,43.65,119.64,1846.95,45.79,29.0,80,2243.84,0,63.76,1.2,120.23,65.82,84.44,76,-73.86,0
58_2019_11_22,1,22/11/2019 4:04,50.0,39.0,120.0,2679.49,65.0,-79.91,120.0,64.48,1.26,43.65,9420.88,49.48,50.98,61.75,61.88,43.65,120.0,1833.98,46.37,29.21,80,2352.79,0,61.66,1.2,119.91,64.76,84.48,75,-76.0,0
58_2019_11_22,1,22/11/2019 4:09,50.0,39.0,120.0,2679.49,65.0,-79.14,120.0,64.74,1.26,43.65,9382.62,49.45,50.98,61.75,61.88,43.51,120.0,1629.05,43.04,30.66,80,2295.07,0,61.95,1.2,120.23,63.13,84.52,74,-77.39,0
58_2019_11_22,1,22/11/2019 4:12,50.0,39.0,120.0,2679.49,65.0,-74.62,120.0,65.01,1.26,43.65,9369.65,49.73,50.98,61.75,61.88,43.36,120.0,1648.51,42.75,30.92,80,1282.75,0,67.45,1.2,119.91,63.93,84.53,74,-77.03,0
58_2019_11_22,1,22/11/2019 4:14,50.0,39.0,120.0,2679.49,65.0,-72.13,120.0,65.08,1.26,43.65,9395.59,49.96,50.98,61.75,61.88,43.13,120.71,1718.55,42.75,29.81,80,2167.32,0,67.45,1.2,119.58,63.93,84.57,75,-75.64,0
58_2019_11_22,1,22/11/2019 4:16,50.0,39.0,120.0,2679.49,65.0,-73.19,120.0,65.43,1.26,43.65,9389.11,49.89,50.98,61.75,61.88,42.84,120.0,1731.52,44.73,29.27,80,1474.71,0,66.37,1.2,119.91,65.24,84.6,75,-74.93,0
60_2019_11_22,1,22/11/2019 8:20,50.0,39.0,130.0,2679.49,65.0,-80.0,120.0,66.54,1.26,40.6,9581.06,49.6,52.45,61.75,61.88,42.32,130.24,1718.55,43.48,28.74,80,1859.92,0,60.65,1.2,119.91,60.11,82.92,69,-79.85,0
60_2019_11_22,1,22/11/2019 8:46,50.0,39.0,130.0,2679.49,65.0,-79.45,120.0,64.94,1.26,45.75,9625.81,49.25,52.45,61.75,61.88,46.42,129.56,1782.75,43.64,29.34,80,1391.7,0,65.5,1.2,119.91,60.11,63.55,69,-79.85,0
60_2019_11_22,1,22/11/2019 8:49,50.0,39.0,130.0,2679.49,65.0,-77.09,120.0,65.1,1.26,45.75,9594.03,49.41,52.45,61.75,61.88,46.64,129.56,1706.23,43.16,30.22,80,1340.47,0,65.5,1.2,120.23,60.53,62.12,70,-79.13,0
60_2019_11_22,1,22/11/2019 8:54,50.0,39.0,130.0,2679.49,65.0,-73.17,120.0,65.05,1.26,45.75,9612.84,50.37,52.45,61.75,61.88,46.79,128.49,1744.49,43.87,29.75,80,1436.45,0,66.44,1.2,119.91,60.53,60.88,71,-76.67,0
60_2019_11_22,1,22/11/2019 8:57,50.0,39.0,130.0,2679.49,65.0,-73.71,120.0,65.05,1.26,45.75,9619.33,49.38,52.45,61.75,61.88,47.02,130.24,1795.72,43.87,29.34,80,1519.46,0,66.44,1.2,119.91,64.21,60.11,72,-75.64,0
60_2019_11_22,1,22/11/2019 9:01,50.0,39.0,130.0,2679.49,65.0,-77.35,120.0,64.57,1.26,45.75,9587.55,50.47,52.45,61.75,61.88,47.02,129.56,1795.72,44.7,29.44,80,2025.94,0,63.76,1.2,119.91,64.21,58.49,72,-77.03,0
60_2019_11_22,1,22/11/2019 9:12,50.0,39.0,130.0,2679.49,65.0,-73.79,120.0,63.95,1.26,47.31,9612.84,49.45,52.45,62.2,61.88,47.17,130.24,1795.72,44.7,29.61,80,1802.2,0,65.5,1.2,119.91,63.7,54.68,73,-74.93,0
60_2019_11_22,1,22/11/2019 9:23,50.0,39.0,130.0,2679.49,65.0,-74.27,120.0,63.59,1.26,47.31,9612.84,50.31,52.87,62.2,63.09,47.24,130.24,1815.18,45.25,29.54,80,1597.28,0,65.5,1.2,119.91,64.98,50.94,74,-74.57,0
60_2019_11_22,1,22/11/2019 9:32,50.0,39.0,130.0,2679.49,65.0,-74.8,120.0,63.22,1.26,47.31,9619.33,50.6,52.87,62.2,63.09,47.09,129.88,1815.18,45.22,29.71,80,1923.48,0,64.92,1.2,119.91,64.98,45.67,74,-74.93,0
60_2019_11_22,1,22/11/2019 9:38,50.0,39.0,130.0,2679.49,65.0,-72.78,120.0,63.16,1.26,47.31,9594.03,49.45,52.87,62.2,63.09,47.09,130.59,1827.5,45.12,29.61,80,1622.57,0,65.5,1.2,119.58,64.98,42.6,74,-73.5,0
60_2019_11_22,1,22/11/2019 9:45,50.0,39.0,130.0,2679.49,65.0,-74.84,120.0,62.52,1.26,47.31,9619.33,50.06,52.87,62.2,63.09,46.87,130.95,1815.18,45.7,29.92,80,1597.28,0,64.92,1.2,119.58,64.98,38.89,74,-74.57,0
60_2019_11_22,1,22/11/2019 9:47,50.0,39.0,120.0,2679.49,65.0,-74.84,120.0,62.54,1.26,47.31,9607.0,49.35,52.87,62.2,63.09,46.87,129.88,1802.2,44.93,29.71,80,2090.14,0,65.42,1.2,119.58,64.98,38.39,74,-73.86,0
60_2019_11_22,1,22/11/2019 9:50,50.0,39.0,120.0,2679.49,65.0,-73.31,120.0,62.48,1.26,47.31,9594.03,50.47,52.14,62.2,63.09,46.57,120.71,1846.95,44.96,29.31,80,1564.85,0,65.42,1.2,119.91,64.98,37.32,74,-73.86,0
60_2019_11_22,1,22/11/2019 10:01,50.0,39.0,120.0,2679.49,65.0,-74.81,120.0,61.62,1.26,44.92,9612.84,50.69,52.14,62.2,63.09,44.48,119.29,1859.92,45.76,29.0,80,2391.7,0,65.42,1.2,119.58,64.98,39.28,74,-74.21,0
60_2019_11_22,1,22/11/2019 10:02,50.0,39.0,125.0,2679.49,65.0,-74.81,120.0,61.79,1.26,44.92,9869.65,49.48,52.14,62.2,63.09,44.25,120.0,1878.73,45.76,29.34,80,1622.57,0,65.42,1.2,119.91,65.18,39.08,74,-74.57,0
60_2019_11_22,1,22/11/2019 10:08,50.0,39.0,125.0,2679.49,65.0,-79.49,120.0,61.44,1.26,44.92,9773.67,50.54,51.37,62.2,63.09,42.76,124.6,1898.18,45.47,29.31,80,1610.25,0,64.05,1.2,119.91,65.18,42.06,72,-77.03,0
60_2019_11_22,1,22/11/2019 10:09,50.0,39.0,125.0,2679.49,65.0,-80.0,120.0,61.45,1.26,44.92,9799.61,49.45,51.37,62.2,63.09,42.54,123.92,1891.7,45.47,29.47,80,2442.93,0,64.05,1.2,120.23,65.18,42.18,72,-77.03,0
60_2019_11_22,1,22/11/2019 10:13,50.0,39.0,130.0,2679.49,65.0,-80.0,120.0,61.33,1.26,44.92,9780.16,49.32,51.37,62.2,63.09,41.79,125.31,1917.64,45.31,29.61,80,1584.31,0,64.05,1.2,119.91,65.18,43.92,71,-78.46,0
61_2019_11_22,1,22/11/2019 10:14,50.0,39.0,130.0,2679.49,65.0,-80.0,120.0,61.4,1.26,41.64,9780.16,49.41,51.37,62.2,63.09,41.72,129.88,1898.18,45.31,29.54,80,2301.56,0,64.05,1.2,120.23,65.18,44.42,71,-77.74,0
64_2019_11_22,2,25/11/2019 6:10,50.0,43.0,115.0,2988.84,65.0,-79.79,120.0,38.47,1.53,42.65,10222.44,50.25,52.01,66.04,66.14,42.65,114.72,2173.8,47.65,26.52,80,1782.75,0,46.89,0.98,120.23,62.68,80.23,64,-79.49,0
64_2019_11_22,2,25/11/2019 6:20,50.0,43.0,119.0,2988.84,65.0,-79.79,120.0,39.21,1.53,44.19,10190.01,49.58,52.01,66.04,66.14,45.04,114.72,2007.13,47.62,27.12,80,1994.16,0,53.49,0.98,119.91,62.68,71.85,65,-80.2,0
64_2019_11_22,2,25/11/2019 6:30,50.0,43.0,119.0,2988.84,65.0,-79.45,120.0,39.53,1.53,46.12,10228.28,49.48,52.01,66.04,66.14,47.59,119.29,1821.01,44.35,28.3,80,1461.74,0,58.29,0.98,119.91,61.68,67.87,67,-79.85,0
64_2019_11_22,2,25/11/2019 6:33,50.0,43.0,119.0,2988.84,65.0,-75.71,120.0,39.66,1.53,46.12,10209.47,49.67,52.01,66.04,66.14,47.97,118.93,1782.75,43.8,28.3,80,1974.71,0,67.0,0.98,119.91,61.68,67.15,67,-78.46,0
64_2019_11_22,2,25/11/2019 6:39,50.0,43.0,119.0,2988.84,65.0,-64.54,120.0,39.33,1.53,49.13,10183.53,50.63,52.01,66.04,66.14,49.21,118.93,1821.01,45.7,28.0,80,2667.32,0,68.2,0.98,120.56,62.93,70.09,71,-71.39,0
64_2019_11_22,2,25/11/2019 6:41,50.0,43.0,119.0,2988.84,65.0,-62.13,120.0,39.35,1.53,49.13,10183.53,50.69,52.01,62.04,62.16,49.83,118.93,1795.72,45.7,28.0,80,2288.59,0,66.1,0.98,119.91,68.57,73.1,73,-67.86,0
64_2019_11_22,2,25/11/2019 6:41,50.0,43.0,119.0,2988.84,65.0,-63.02,120.0,39.35,1.53,49.13,10183.53,50.69,52.01,62.04,62.16,49.83,119.29,1795.72,45.7,28.0,80,2218.55,0,66.1,0.98,119.91,68.57,72.8,73,-67.86,0
64_2019_11_22,2,25/11/2019 6:41,50.0,43.0,119.0,2988.84,67.0,-62.13,120.0,39.35,1.53,49.13,10183.53,50.69,52.01,62.04,62.16,49.83,119.29,1795.72,45.7,28.0,80,2218.55,0,66.1,0.98,119.91,68.57,72.8,73,-67.86,0
64_2019_11_22,2,25/11/2019 6:45,50.0,43.0,125.0,2988.84,67.0,-63.02,120.0,39.14,1.53,49.13,10183.53,49.58,52.01,62.04,62.16,50.61,119.29,1763.94,44.93,27.86,80,1500.65,0,64.59,0.98,119.91,68.57,76.99,75,-68.58,0
64_2019_11_22,2,25/11/2019 6:46,50.0,43.0,125.0,2988.84,67.0,-70.52,120.0,38.9,1.53,49.13,10177.04,50.28,52.01,62.04,62.16,50.29,124.24,1763.94,44.93,27.86,80,1494.16,0,64.59,0.98,119.91,68.57,78.23,75,-70.0,0
64_2019_11_22,2,25/11/2019 6:46,50.0,43.0,125.0,2988.84,66.0,-70.52,120.0,38.9,1.53,49.13,10177.04,50.28,52.01,62.04,62.16,50.29,124.24,1763.94,44.93,27.86,80,1494.16,0,64.59,0.98,119.91,68.57,78.23,75,-70.0,0
64_2019_11_22,2,25/11/2019 6:50,50.0,43.0,125.0,2988.84,66.0,-67.95,120.0,39.18,1.53,50.61,10171.21,50.34,52.01,62.04,62.16,50.61,125.31,1725.03,44.77,28.7,80,2686.77,0,65.72,0.98,119.91,68.57,83.02,75,-68.58,0
64_2019_11_22,2,25/11/2019 6:51,50.0,43.0,125.0,2988.84,66.0,-65.48,120.0,39.17,1.53,50.61,10196.5,49.67,52.01,62.04,62.16,50.69,125.67,1673.8,44.77,28.57,80,2545.4,0,65.72,0.98,119.91,68.28,83.02,76,-67.86,0
64_2019_11_22,2,25/11/2019 6:51,50.0,43.0,125.0,2988.84,66.0,-66.8,120.0,39.17,1.53,50.61,10196.5,49.67,52.01,62.04,62.16,50.69,124.96,1673.8,44.77,28.57,80,1481.19,0,65.72,0.98,119.91,68.28,83.02,76,-67.86,0
64_2019_11_22,2,25/11/2019 6:51,50.0,43.0,125.0,2988.84,69.0,-65.48,120.0,39.17,1.53,50.61,10196.5,49.67,52.01,62.04,62.16,50.69,124.96,1673.8,44.77,28.57,80,1481.19,0,65.72,0.98,119.91,68.28,83.02,76,-67.86,0
64_2019_11_22,2,25/11/2019 6:56,50.0,43.0,125.0,2988.84,69.0,-66.29,120.0,38.99,1.53,50.61,10215.95,50.02,52.01,62.04,62.16,51.61,124.6,1648.51,44.47,28.97,80,1449.42,0,69.1,0.98,119.91,68.28,82.86,77,-67.19,0
64_2019_11_22,2,25/11/2019 7:02,50.0,43.0,125.0,2988.84,69.0,-59.43,120.0,39.09,1.53,50.61,10209.47,50.02,52.01,62.04,62.16,52.54,125.31,1571.34,44.35,29.07,80,1442.93,0,70.6,0.98,120.23,70.34,82.57,79,-62.94,0
64_2019_11_22,2,25/11/2019 7:03,50.0,43.0,125.0,2988.84,69.0,-57.74,120.0,38.99,1.53,50.61,10183.53,49.64,52.01,62.04,62.16,52.77,124.24,1571.34,44.35,28.8,80,1455.9,0,70.6,0.98,120.23,71.74,82.53,79,-61.91,0
64_2019_11_22,2,25/11/2019 7:03,50.0,43.0,125.0,2988.84,69.0,-59.06,120.0,38.99,1.53,50.61,10183.53,49.64,52.01,62.04,62.16,52.69,124.24,1571.34,44.35,28.8,80,1455.9,0,70.6,0.98,120.23,71.74,82.53,79,-61.91,0
64_2019_11_22,2,25/11/2019 7:03,50.0,43.0,125.0,2988.84,72.0,-57.74,120.0,38.99,1.53,50.61,10183.53,49.64,52.01,62.04,62.16,52.69,124.24,1571.34,44.35,28.8,80,1455.9,0,70.6,0.98,120.23,71.74,82.53,79,-61.91,0
65_2019_11_25,2,25/11/2019 7:05,50.0,43.0,125.0,2988.84,72.0,-59.06,120.0,38.94,1.53,50.61,10196.5,49.86,52.01,62.04,62.16,53.0,124.6,1551.88,44.22,28.6,80,1410.51,0,70.6,0.98,120.23,71.74,82.46,80,-61.55,0
64_2019_11_22,2,25/11/2019 7:09,50.0,43.0,125.0,2988.84,72.0,-63.22,120.0,39.0,1.53,50.61,10183.53,49.99,52.01,62.04,62.16,53.62,124.24,1629.05,45.02,29.14,80,1525.94,0,70.6,0.98,119.91,71.74,82.32,80,-62.94,0
64_2019_11_22,2,25/11/2019 7:11,50.0,43.0,125.0,2988.84,72.0,-64.25,120.0,38.9,1.53,50.61,10183.53,49.96,52.01,62.04,62.16,54.0,124.96,1629.05,45.02,29.47,80,2449.42,0,70.6,0.98,119.91,71.74,82.2,80,-63.3,0
64_2019_11_22,2,25/11/2019 7:16,50.0,43.0,125.0,2988.84,72.0,-62.96,120.0,38.77,1.53,50.61,10202.98,50.28,52.01,62.04,62.16,54.62,125.67,1642.02,44.47,29.07,80,2545.4,0,71.8,0.98,119.91,71.74,82.0,80,-62.94,0
64_2019_11_22,2,25/11/2019 7:31,50.0,43.0,125.0,2988.84,72.0,-50.58,120.0,38.99,1.53,54.93,10196.5,49.7,52.39,62.04,62.16,55.47,126.38,1487.68,44.93,28.74,80,1455.9,0,73.3,0.98,120.23,71.23,81.77,84,-53.74,0
64_2019_11_22,2,25/11/2019 7:35,50.0,43.0,123.0,2988.84,72.0,-50.58,120.0,39.05,1.53,54.93,10202.98,50.06,52.39,62.04,62.16,55.63,124.96,1712.71,44.51,29.27,80,2616.08,0,73.3,0.98,119.91,71.23,81.71,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:35,50.0,43.0,121.0,2988.84,72.0,-50.58,120.0,39.01,1.53,54.93,10215.95,49.77,52.39,62.04,62.16,55.63,124.96,1699.74,44.51,28.94,80,2641.37,0,73.3,0.98,119.91,71.23,81.71,85,-51.28,0
64_2019_11_22,2,25/11/2019 7:36,50.0,43.0,121.0,2988.84,72.0,-47.49,120.0,39.16,1.53,54.93,10222.44,49.73,52.39,62.04,62.16,55.7,121.78,1654.99,46.69,28.53,80,2513.62,0,73.3,0.98,119.91,71.23,81.69,86,-50.24,0
64_2019_11_22,2,25/11/2019 7:40,50.0,43.0,121.0,2988.84,72.0,-48.75,120.0,39.1,1.53,54.93,10215.95,49.86,52.39,62.04,62.16,55.63,121.07,1642.02,46.69,28.67,80,2769.78,0,72.4,0.98,119.91,76.17,81.69,86,-49.53,0
64_2019_11_22,2,25/11/2019 7:44,50.0,43.0,121.0,2988.84,72.0,-51.6,120.0,39.01,1.53,54.93,10196.5,50.15,52.39,62.04,62.16,55.32,121.43,1616.08,46.69,29.14,80,1616.08,0,70.9,0.98,119.91,76.17,81.73,86,-50.6,0
64_2019_11_22,2,25/11/2019 7:48,50.0,43.0,121.0,2988.84,72.0,-51.63,120.0,39.2,1.53,55.24,10209.47,50.09,52.39,62.04,62.16,55.24,121.43,1577.82,45.73,28.97,80,1597.28,0,70.9,0.98,119.91,76.17,81.74,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:48,50.0,43.0,121.0,2988.84,3.0,-51.63,120.0,39.2,1.53,55.24,10183.53,50.09,52.39,62.04,62.16,55.24,121.43,1577.82,45.73,28.97,80,1597.28,0,70.9,0.98,119.91,76.17,81.74,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:48,50.0,43.0,121.0,2988.84,72.0,-36.37,120.0,39.2,1.53,55.24,10183.53,50.09,52.39,62.04,62.16,55.24,121.43,1577.82,45.73,28.97,80,1597.28,0,70.9,0.98,119.91,76.17,81.74,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:48,50.0,43.0,121.0,2988.84,73.0,-36.37,120.0,39.29,1.53,55.24,10183.53,50.09,52.39,62.04,62.16,55.24,121.43,1577.82,45.73,28.97,80,2808.04,0,70.9,0.98,119.91,76.17,81.76,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:48,50.0,43.0,121.0,2988.84,3.0,-52.08,120.0,39.29,1.53,55.24,10183.53,50.09,52.39,62.04,62.16,55.24,121.43,1577.82,45.73,28.97,80,2808.04,0,70.9,0.98,119.91,76.17,81.76,86,-51.28,0
64_2019_11_22,2,25/11/2019 7:53,50.0,43.0,121.0,2988.84,73.0,-52.56,120.0,39.42,1.53,55.24,10222.44,49.8,52.39,62.04,60.53,55.01,121.78,1577.82,45.63,29.21,80,2814.53,0,70.9,0.98,119.91,75.75,81.8,86,-51.63,0
64_2019_11_22,2,25/11/2019 7:59,50.0,43.0,121.0,2988.84,73.0,-48.34,120.0,39.24,1.53,55.24,10209.47,50.12,52.39,62.04,60.53,55.16,121.07,1551.88,45.63,28.87,80,2680.29,0,74.2,0.98,119.91,75.75,81.81,87,-50.24,0
65_2019_11_25,2,25/11/2019 8:03,50.0,43.0,118.0,2988.84,73.0,-48.34,120.0,39.57,1.3,55.24,10215.95,49.86,52.39,60.88,60.53,54.93,121.07,1512.97,45.63,28.64,80,2904.02,0,74.2,0.98,119.91,75.75,81.77,87,-47.78,0
65_2019_11_25,2,25/11/2019 8:04,50.0,43.0,118.0,2988.84,73.0,-44.67,120.0,39.58,1.3,55.24,10177.04,50.06,52.39,60.88,60.53,54.93,118.57,1512.97,45.63,28.64,80,2840.47,0,74.2,0.98,119.91,75.75,81.78,87,-47.07,0
65_2019_11_25,2,25/11/2019 8:08,50.0,43.0,118.0,2988.84,73.0,-43.88,120.0,39.38,1.3,55.24,10228.28,49.77,52.39,60.88,60.53,54.78,117.54,1500.65,44.93,28.47,80,1512.97,0,74.2,0.98,119.91,77.0,81.86,88,-46.0,0
65_2019_11_25,2,25/11/2019 8:14,50.0,43.0,118.0,2988.84,73.0,-44.68,120.0,39.16,1.3,54.54,10196.5,49.83,52.39,60.88,60.53,54.46,117.9,1577.82,45.86,28.3,80,2981.19,0,74.2,1.23,119.91,77.0,81.95,89,-44.96,0
65_2019_11_25,2,25/11/2019 8:23,50.0,43.0,118.0,2988.84,73.0,-50.15,120.0,39.65,1.3,54.54,10196.5,49.64,52.39,60.88,60.53,54.7,117.18,1597.28,45.86,28.7,80,1622.57,0,72.1,1.23,119.91,77.38,81.9,88,-47.43,0
65_2019_11_25,2,25/11/2019 8:29,50.0,43.0,118.0,2988.84,73.0,-50.68,120.0,40.5,1.3,54.54,10209.47,50.06,50.89,60.88,60.53,55.08,117.9,1571.34,45.44,28.53,80,1564.85,0,72.1,1.23,119.91,77.38,81.87,87,-49.89,0
65_2019_11_25,2,25/11/2019 8:40,50.0,43.0,118.0,2988.84,73.0,-46.51,120.0,40.38,1.3,55.47,10183.53,50.18,50.89,60.88,60.53,55.7,118.25,1584.31,45.44,28.47,80,2955.25,0,73.6,1.23,120.23,76.68,81.72,87,-47.78,0
65_2019_11_25,2,25/11/2019 8:55,50.0,43.0,118.0,2988.84,73.0,-44.24,120.0,40.87,1.3,55.47,10215.95,49.7,50.89,60.88,60.53,56.09,117.9,1532.43,45.44,28.06,80,1571.34,0,73.6,1.23,119.91,76.68,81.59,88,-45.64,0
65_2019_11_25,2,25/11/2019 9:01,50.0,43.0,118.0,2988.84,73.0,-42.72,120.0,40.61,1.3,55.47,10190.01,49.89,50.89,60.88,60.53,56.32,117.9,1519.46,45.44,28.2,80,2916.99,0,73.6,1.23,119.91,76.68,81.51,89,-43.18,0
65_2019_11_25,2,25/11/2019 9:26,50.0,43.0,118.0,2988.84,73.0,-39.67,120.0,41.91,1.3,55.47,10215.95,49.8,50.89,60.88,60.53,56.86,118.25,1487.68,45.44,28.3,80,3000.0,0,73.3,1.23,119.91,78.76,81.36,90,-40.36,0
65_2019_11_25,2,25/11/2019 9:38,50.0,43.0,118.0,2988.84,73.0,-36.37,120.0,42.05,1.3,55.47,10202.98,49.7,50.89,60.88,60.53,57.17,118.25,1461.74,44.99,27.86,80,2961.74,0,73.3,1.23,119.91,78.76,81.29,91,-38.26,0
65_2019_11_25,2,25/11/2019 9:39,50.0,43.0,118.0,2988.84,76.0,-36.37,120.0,41.77,1.3,55.47,10222.44,50.18,50.89,60.88,60.53,57.17,117.54,1455.9,44.99,27.29,80,2961.74,0,73.3,1.23,119.91,78.76,81.31,91,-38.26,0
65_2019_11_25,2,25/11/2019 9:39,50.0,43.0,114.0,2988.84,76.0,-36.37,120.0,42.08,1.3,55.47,10209.47,50.18,50.89,60.88,60.53,57.17,117.54,1455.9,44.99,27.83,80,1512.97,0,73.3,1.23,119.91,78.76,81.26,91,-38.62,0
65_2019_11_25,2,25/11/2019 9:44,50.0,43.0,114.0,2988.84,76.0,-46.22,120.0,41.31,1.3,55.47,10215.95,50.15,50.89,63.83,60.53,57.25,114.01,1461.74,44.99,27.42,80,1500.65,0,73.3,1.23,119.91,79.18,81.25,91,-41.08,0
65_2019_11_25,2,25/11/2019 9:48,50.0,43.0,114.0,2988.84,76.0,-49.84,120.0,40.05,1.3,55.47,10190.01,49.6,49.8,63.83,60.53,57.09,113.65,1494.16,44.99,28.03,80,1494.16,0,74.2,1.23,119.91,77.8,81.27,90,-46.0,0
65_2019_11_25,2,25/11/2019 9:53,50.0,43.0,114.0,2988.84,76.0,-49.33,120.0,36.97,1.3,56.94,10177.04,49.6,49.8,63.83,60.53,56.71,113.29,1481.19,44.99,28.06,80,1494.16,0,74.2,1.23,120.23,77.8,81.35,89,-47.43,0
65_2019_11_25,2,25/11/2019 10:01,50.0,43.0,114.0,2988.84,76.0,-46.27,120.0,33.51,1.3,56.94,10183.53,50.34,49.8,63.83,60.53,56.55,114.36,1525.94,44.93,27.89,80,3160.18,0,76.68,1.23,119.91,77.8,81.41,88,-46.71,0
65_2019_11_25,2,25/11/2019 10:09,50.0,43.0,114.0,2988.84,76.0,-47.3,120.0,28.69,1.3,56.94,10183.53,50.54,49.8,63.83,60.53,56.86,114.01,1545.4,44.93,28.4,80,1558.37,0,76.68,1.23,119.91,77.8,81.4,88,-46.71,0
65_2019_11_25,2,25/11/2019 10:17,50.0,43.0,114.0,2988.84,76.0,-49.63,120.0,24.07,1.3,56.94,10190.01,50.25,49.8,63.83,61.37,56.79,114.01,1525.94,45.18,28.53,80,3179.64,0,75.71,1.23,120.23,77.8,81.33,88,-48.46,0
65_2019_11_25,2,25/11/2019 10:27,50.0,43.0,114.0,2988.84,76.0,-48.62,120.0,17.32,1.3,56.94,10222.44,50.44,49.8,63.83,61.37,56.86,113.65,1519.46,45.18,28.13,80,2955.25,0,75.71,1.23,119.91,77.8,81.36,87,-48.82,0
65_2019_11_25,2,25/11/2019 10:46,25.0,43.0,114.0,2988.84,76.0,-48.62,120.0,0.73,1.3,56.94,10164.72,41.63,49.8,63.83,61.37,56.47,114.01,1519.46,45.18,28.23,80,3218.55,0,75.71,1.23,119.91,77.8,81.42,88,-48.82,0
65_2019_11_25,2,25/11/2019 10:49,25.0,43.0,114.0,2988.84,76.0,-49.41,120.0,1.42,1.3,56.86,9998.05,25.48,48.48,61.78,40.51,57.4,113.65,1525.94,45.18,28.16,80,2725.03,0,75.71,1.23,119.91,77.8,81.37,87,-48.82,0
65_2019_11_25,2,25/11/2019 11:03,25.0,43.0,114.0,2988.84,76.0,-51.74,120.0,0.65,1.3,54.0,10017.51,25.32,42.84,60.75,43.1,53.38,114.01,1629.05,45.41,27.56,80,1642.02,0,75.4,1.23,119.91,77.8,82.12,87,-51.28,0
65_2019_11_25,2,25/11/2019 11:06,25.0,43.0,114.0,2988.84,76.0,-55.02,120.0,1.1,1.3,51.15,10011.02,25.32,42.84,60.75,47.49,50.76,114.36,1738.0,45.41,27.32,80,5466.93,0,75.4,1.23,119.91,76.42,82.4,86,-52.35,0
65_2019_11_25,2,25/11/2019 11:08,25.0,43.0,114.0,2988.84,76.0,-60.71,120.0,1.2,1.3,45.34,9998.05,34.23,42.84,56.91,47.49,44.26,113.65,1821.01,45.41,27.42,80,1833.98,0,72.32,1.23,119.91,76.42,83.2,85,-55.88,0
65_2019_11_25,2,25/11/2019 11:09,25.0,43.0,114.0,2988.84,76.0,-66.67,120.0,1.23,1.3,43.18,10023.35,29.52,42.84,56.91,47.49,43.18,114.36,1885.21,47.81,27.73,80,3032.43,0,72.32,1.23,119.58,76.42,83.93,84,-58.7,0
65_2019_11_25,2,25/11/2019 11:09,25.0,43.0,114.0,2988.84,76.0,-45.0,120.0,0.9,1.3,43.18,10023.35,29.52,42.84,56.91,47.49,43.18,114.36,1898.18,47.81,27.73,80,1859.92,0,72.32,1.23,119.58,76.42,83.93,84,-59.41,0
65_2019_11_25,2,25/11/2019 11:09,25.0,43.0,114.0,2988.84,76.0,-66.67,85.0,0.9,1.3,43.18,10023.35,29.52,42.84,56.91,47.49,43.18,114.36,1898.18,47.81,27.73,80,1859.92,0,72.32,1.23,119.58,76.42,83.93,84,-59.41,0
70_2019_11_26,1,26/11/2019 7:25,50.0,42.0,135.0,2679.49,65.0,-59.14,125.0,61.23,1.25,51.87,9498.05,49.51,52.17,63.93,64.44,51.05,135.19,1610.25,45.5,28.94,80,2103.11,0,65.28,1.21,125.03,72.67,51.88,86,-59.41,0
