VYP batch,Part,Set Time,FFTE Feed solids SP,FFTE Production solids SP,FFTE Steam pressure SP,TFE Out flow SP,TFE Production solids SP,TFE Vacuum pressure SP,TFE Steam pressure SP,Extract tank Level,FFTE Discharge density,FFTE Discharge solids,FFTE Feed flow rate PV,FFTE Feed solids PV,FFTE Heat temperature 1,FFTE Heat temperature 2,FFTE Heat temperature 3,FFTE Production solids PV,FFTE Steam pressure PV,TFE Input flow PV,TFE Level,TFE Motor current,TFE Motor speed,TFE Out flow PV,TFE Product out temperature,TFE Production solids PV,TFE Production solids density,TFE Steam pressure PV,TFE Steam temperature,TFE Tank level,TFE Temperature,TFE Vacuum pressure PV,batch
122_2019_07_04,1,4/07/2019 23:24,50.0,39.0,110.0,2078.95,65.0,-79.74,120.0,53.93,1.22,44.7,9126.46,57.01,56.04,62.74,63.76,43.73,103.81,2167.32,49.48,27.46,80,2000.65,0,55.64,0.86,119.91,71.07,46.65,69,-79.13,1
122_2019_07_04,1,5/07/2019 0:27,50.0,39.0,110.0,2078.95,65.0,-79.74,125.0,43.03,1.22,44.33,9132.94,57.26,54.25,62.52,63.76,43.73,109.44,1763.94,44.64,28.1,80,2205.58,0,62.6,0.86,120.56,66.39,37.71,70,-80.2,1
122_2019_07_04,1,5/07/2019 1:44,50.0,39.0,115.0,2078.95,65.0,-79.74,125.0,31.52,1.24,39.26,9145.91,48.67,53.0,62.52,63.76,39.33,109.44,1610.25,43.61,27.26,80,2500.65,0,60.5,0.86,124.71,64.34,85.73,71,-79.85,1
5_2019_07_16,0,16/07/2019 15:26,50.0,39.0,140.0,2571.79,63.0,-89.0,125.0,38.1,1.49,34.03,9991.57,45.5,47.75,62.1,61.27,34.03,140.12,1738.0,42.71,30.69,80,2077.17,0,59.7,1.02,125.03,53.84,87.29,63,-89.37,1
5_2019_07_16,0,16/07/2019 15:26,50.0,39.0,140.0,2566.67,63.0,-89.0,125.0,38.1,1.49,34.03,9991.57,45.5,47.75,62.1,61.27,34.03,140.12,1738.0,42.71,30.69,80,2077.17,0,59.7,1.02,125.03,53.84,87.29,63,-89.37,1
5_2019_07_16,0,16/07/2019 15:27,50.0,39.0,140.0,2561.54,63.0,-89.0,125.0,37.84,1.49,34.03,9985.08,56.14,47.75,62.1,61.27,33.95,140.12,1757.46,43.07,30.42,80,2116.08,0,59.99,1.02,125.03,53.84,87.32,63,-89.01,1
5_2019_07_16,0,16/07/2019 15:28,50.0,39.0,140.0,2556.41,63.0,-89.0,125.0,37.71,1.49,34.03,10004.54,45.47,47.75,62.1,61.27,33.95,139.4,1757.46,43.13,30.89,80,1263.29,0,59.99,1.02,125.03,53.84,87.32,63,-89.01,1
5_2019_07_16,0,16/07/2019 15:29,50.0,39.0,140.0,2551.28,63.0,-89.0,125.0,37.56,1.49,34.03,9959.79,57.61,47.75,62.1,61.27,33.88,140.47,1731.52,42.88,30.62,80,2032.43,0,59.99,1.02,125.03,53.84,87.34,63,-89.01,1
5_2019_07_16,0,16/07/2019 15:30,50.0,39.0,140.0,2546.15,63.0,-89.0,125.0,37.72,1.49,34.03,9940.34,49.51,47.75,62.1,61.27,33.95,140.12,1725.03,42.78,30.08,80,1231.52,0,59.99,1.02,125.03,53.84,87.35,62,-89.01,1
5_2019_07_16,0,16/07/2019 15:31,50.0,39.0,140.0,2541.03,63.0,-89.0,125.0,37.62,1.49,34.03,9889.11,45.57,47.75,62.1,61.27,33.95,140.12,1731.52,42.91,29.81,80,1244.49,0,59.99,1.02,125.03,53.84,87.36,62,-88.66,1
5_2019_07_16,0,16/07/2019 15:32,50.0,39.0,140.0,2535.9,63.0,-89.0,125.0,37.33,1.49,34.03,9889.11,57.55,47.75,62.1,61.27,34.03,140.12,1718.55,42.81,30.62,80,1225.03,0,59.99,1.02,125.03,53.84,87.36,63,-88.66,1
5_2019_07_16,0,16/07/2019 15:33,50.0,39.0,140.0,2530.77,63.0,-89.0,125.0,37.38,1.49,34.03,9920.88,46.37,47.75,62.1,61.27,34.25,140.12,1782.75,42.71,30.62,80,1225.03,0,59.99,1.02,125.03,53.84,87.35,63,-88.66,1
5_2019_07_16,0,16/07/2019 15:34,50.0,39.0,140.0,2525.64,63.0,-89.0,125.0,37.43,1.49,34.03,9882.62,57.49,47.75,62.1,61.27,34.4,140.47,1757.46,42.84,30.42,80,1289.23,0,59.99,1.02,125.03,53.84,87.35,62,-89.01,1
5_2019_07_16,0,16/07/2019 16:22,50.0,39.0,140.0,2525.64,63.0,-45.0,125.0,11.52,1.49,35.82,9869.65,45.09,48.45,62.68,60.46,35.36,140.47,1712.71,42.94,31.03,80,2192.61,0,59.41,1.02,125.03,52.04,79.69,63,-89.37,1
5_2019_07_16,0,16/07/2019 17:37,50.0,39.0,104.0,2525.64,63.0,-45.0,125.0,64.55,1.22,35.29,9844.36,79.53,44.28,56.78,50.15,38.21,140.47,1238.0,40.99,24.2,80,770.43,0,-13.58,1.02,125.03,80.11,15.05,84,-44.61,1
5_2019_07_16,0,16/07/2019 17:37,50.0,39.0,104.0,2525.64,63.0,-45.0,120.0,64.64,1.22,35.29,9837.87,80.36,44.28,56.78,50.15,38.35,111.9,1346.95,40.99,24.2,80,795.72,0,-13.58,1.02,125.03,80.11,14.26,84,-45.29,1
5_2019_07_16,0,16/07/2019 17:42,50.0,39.0,104.0,2525.64,63.0,-46.45,120.0,65.97,1.22,39.18,9824.9,46.47,45.34,58.35,55.41,39.18,103.45,1186.77,40.25,24.2,80,1167.32,0,-14.45,1.02,119.91,80.11,13.84,84,-44.96,1
5_2019_07_16,0,16/07/2019 17:42,50.0,39.0,104.0,2525.64,65.0,-45.0,120.0,65.97,1.22,39.18,9824.9,46.47,45.34,58.35,55.41,39.18,103.45,1186.77,40.25,24.2,80,1167.32,0,-14.45,1.02,119.91,80.11,13.84,84,-44.96,1
5_2019_07_16,0,16/07/2019 17:43,50.0,39.0,104.0,2525.64,65.0,-88.63,120.0,65.81,1.22,39.18,9831.39,56.69,45.34,58.35,55.41,39.26,103.45,1160.83,41.95,24.2,80,750.97,0,-11.05,1.02,119.91,75.59,13.81,83,-56.56,1
5_2019_07_16,0,16/07/2019 18:05,50.0,39.0,110.0,2525.64,65.0,-88.63,120.0,69.39,1.22,32.61,9857.33,48.06,49.45,62.74,63.67,29.99,104.16,1590.79,42.04,30.05,80,2852.79,0,52.16,1.16,120.23,60.94,53.21,65,-86.2,1
5_2019_07_16,0,16/07/2019 18:06,50.0,39.0,115.0,2525.64,65.0,-88.63,120.0,69.75,1.22,32.61,9889.11,46.59,49.45,62.74,63.67,29.4,109.09,1590.79,41.05,30.86,80,988.33,0,52.16,1.16,119.91,60.94,57.55,64,-85.84,1
5_2019_07_16,0,16/07/2019 18:17,50.0,39.0,115.0,2523.08,65.0,-88.63,120.0,68.92,1.22,28.72,9844.36,56.52,49.45,62.74,63.67,28.05,115.08,1449.42,38.81,32.61,80,2750.32,0,57.67,1.16,119.91,60.94,89.21,64,-87.59,1
5_2019_07_16,0,16/07/2019 18:17,50.0,39.0,120.0,2523.08,65.0,-88.63,120.0,68.84,1.22,28.72,9831.39,56.52,49.45,62.74,63.67,27.97,115.43,1455.9,38.58,32.57,80,2782.75,0,57.67,1.16,119.91,60.94,89.19,64,-87.94,1
5_2019_07_16,0,16/07/2019 18:18,50.0,39.0,120.0,2517.95,65.0,-88.63,120.0,68.62,1.22,28.72,9806.1,49.09,49.45,62.74,63.67,27.97,118.57,1468.22,38.58,32.41,80,2782.75,0,57.67,1.16,119.91,60.94,89.23,64,-87.94,1
5_2019_07_16,0,16/07/2019 18:19,50.0,39.0,120.0,2512.82,65.0,-88.63,120.0,68.41,1.22,28.72,9812.58,56.59,49.45,62.74,63.67,28.05,118.93,1468.22,37.72,32.67,80,846.95,0,57.67,1.16,119.91,60.94,89.24,63,-87.94,1
5_2019_07_16,0,16/07/2019 18:20,50.0,39.0,120.0,2507.69,65.0,-88.63,120.0,68.02,1.22,28.72,9812.58,51.49,49.45,62.74,63.67,28.12,120.0,1449.42,38.2,32.81,80,853.44,0,57.67,1.16,119.91,60.94,89.22,64,-88.3,1
5_2019_07_16,0,16/07/2019 18:21,50.0,39.0,120.0,2502.56,65.0,-88.63,120.0,67.54,1.22,28.72,9786.64,56.52,49.45,62.74,63.67,28.05,120.0,1507.13,39.19,32.67,80,2833.98,0,57.67,1.16,119.91,57.07,89.22,63,-88.3,1
5_2019_07_16,0,16/07/2019 18:22,50.0,39.0,120.0,2497.44,65.0,-88.63,120.0,66.83,1.22,28.72,9747.73,56.37,49.45,62.74,63.67,28.19,120.36,1442.93,40.47,32.27,80,911.15,0,57.67,1.16,119.91,57.07,89.22,63,-88.3,1
5_2019_07_16,0,16/07/2019 18:23,50.0,39.0,120.0,2492.31,65.0,-88.63,120.0,66.75,1.22,28.72,9734.76,56.37,49.45,62.74,63.67,28.27,120.0,1525.94,40.12,31.77,80,2756.81,0,57.67,1.16,120.23,57.07,89.21,63,-88.3,1
5_2019_07_16,0,16/07/2019 18:24,50.0,39.0,120.0,2487.18,65.0,-88.63,120.0,65.93,1.22,28.42,9728.28,56.62,49.45,62.74,63.67,28.57,120.0,1455.9,40.83,31.8,80,2852.79,0,57.67,1.16,119.91,57.07,89.18,63,-88.3,1
5_2019_07_16,0,16/07/2019 18:26,50.0,39.0,120.0,2476.92,65.0,-88.63,120.0,65.04,1.22,28.42,9690.01,56.49,49.45,62.74,63.67,28.87,120.0,1564.85,40.51,30.96,80,917.64,0,58.25,1.16,119.91,57.07,89.1,63,-88.66,1
5_2019_07_16,0,16/07/2019 18:27,50.0,39.0,120.0,2471.79,65.0,-88.63,120.0,64.31,1.22,28.42,9658.24,46.98,49.45,62.74,63.67,29.17,120.0,1481.19,41.31,31.73,80,1007.13,0,58.25,1.16,119.91,57.07,89.08,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:28,50.0,39.0,120.0,2466.67,65.0,-88.63,120.0,64.0,1.22,28.42,9625.81,56.69,49.45,62.74,63.67,29.47,120.0,1487.68,41.37,30.92,80,917.64,0,58.25,1.16,119.58,57.07,88.98,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:29,50.0,39.0,120.0,2461.54,65.0,-88.63,120.0,63.31,1.22,28.42,9600.52,56.62,49.45,62.74,63.67,29.85,120.0,1487.68,40.22,31.03,80,872.89,0,58.25,1.16,119.91,57.07,88.9,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:30,50.0,39.0,120.0,2456.41,65.0,-88.63,120.0,62.94,1.22,28.42,9587.55,46.85,49.45,62.74,63.67,30.22,120.0,1532.43,40.44,31.93,80,2769.78,0,58.25,1.16,119.91,57.07,88.84,63,-89.01,1
5_2019_07_16,0,16/07/2019 18:31,50.0,39.0,120.0,2451.28,65.0,-88.63,120.0,62.43,1.22,28.42,9549.29,56.72,49.45,62.74,63.67,30.59,121.07,1545.4,40.7,31.56,80,2654.34,0,58.25,1.16,119.91,57.07,88.71,62,-89.01,1
5_2019_07_16,0,16/07/2019 18:32,50.0,39.0,120.0,2451.28,65.0,-88.63,125.0,62.27,1.22,28.42,9542.8,56.72,49.45,62.74,63.67,30.82,120.36,1507.13,41.5,30.89,80,988.33,0,58.25,1.16,119.58,57.07,88.66,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:32,50.0,39.0,120.0,2446.15,65.0,-88.63,125.0,61.9,1.22,28.42,9542.8,53.16,49.45,62.74,63.67,30.97,120.36,1564.85,40.86,31.16,80,2699.09,0,58.25,1.16,125.36,57.07,88.6,62,-89.01,1
5_2019_07_16,0,16/07/2019 18:33,50.0,39.0,120.0,2441.03,65.0,-88.63,125.0,61.39,1.22,28.42,9491.57,56.75,49.45,62.74,63.67,31.41,120.0,1558.37,41.37,31.6,80,1000.65,0,58.25,1.16,125.03,57.07,88.5,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:34,50.0,39.0,120.0,2435.9,65.0,-88.63,125.0,60.65,1.22,31.64,9549.29,56.72,49.45,62.74,63.67,31.71,119.29,1616.08,41.37,30.79,80,988.33,0,58.25,1.16,125.03,57.07,88.35,62,-88.66,1
5_2019_07_16,0,16/07/2019 18:35,50.0,39.0,120.0,2430.77,65.0,-88.63,125.0,60.36,1.22,31.64,9510.38,46.62,49.45,62.74,63.67,32.3,119.64,1673.8,42.04,31.33,80,1071.34,0,58.25,1.16,125.03,57.07,88.25,62,-89.37,1
5_2019_07_16,0,16/07/2019 18:37,50.0,39.0,120.0,2420.51,65.0,-88.63,125.0,59.19,1.22,31.64,9440.34,49.38,47.49,62.74,63.67,33.05,120.71,1648.51,41.47,31.39,80,1911.15,0,58.25,1.16,125.03,57.07,87.99,61,-89.01,1
5_2019_07_16,0,16/07/2019 18:38,50.0,39.0,120.0,2415.38,65.0,-88.63,125.0,58.84,1.22,31.64,9414.4,54.57,47.49,62.74,63.67,33.43,120.36,1712.71,42.49,31.19,80,1872.24,0,58.25,1.16,125.03,57.07,87.84,61,-88.66,1
5_2019_07_16,0,16/07/2019 19:23,50.0,39.0,120.0,2415.38,65.0,-88.63,120.0,34.58,1.22,38.8,9395.59,57.78,47.49,63.28,63.67,39.48,120.0,1629.05,62.2,64.84,80,520.1,0,64.48,1.16,125.03,54.89,72.6,67,-87.94,1
5_2019_07_16,0,16/07/2019 19:24,50.0,39.0,120.0,2415.38,65.0,-88.69,120.0,34.0,1.22,38.8,9427.37,47.14,47.49,63.28,63.67,39.55,119.64,1911.15,72.74,61.94,80,487.68,0,64.56,1.16,118.94,54.41,72.5,67,-89.37,1
5_2019_07_16,0,16/07/2019 19:26,50.0,39.0,120.0,2415.38,65.0,-88.12,120.0,32.79,1.22,38.8,9427.37,57.8,47.49,63.28,63.67,39.63,120.0,673.8,103.12,38.16,80,2205.58,0,65.21,1.16,119.91,54.41,74.13,65,-89.01,1
5_2019_07_16,0,16/07/2019 19:45,50.0,39.0,120.0,2415.38,35.0,-88.12,120.0,34.77,1.22,40.07,9427.37,45.47,46.34,63.41,61.37,41.72,120.36,3070.69,24.33,26.75,80,2192.61,0,38.89,1.16,11.28,70.78,85.44,80,-72.11,1
5_2019_07_16,0,16/07/2019 19:45,50.0,39.0,120.0,2415.38,35.0,-74.37,120.0,34.96,1.22,40.07,9491.57,49.03,46.34,63.41,61.37,41.72,119.64,3070.69,24.33,28.23,80,2192.61,0,38.89,1.16,11.28,70.78,85.44,80,-72.11,1
5_2019_07_16,0,16/07/2019 19:45,50.0,39.0,120.0,2415.38,35.0,-71.71,120.0,34.86,1.22,40.07,9453.31,49.03,46.34,63.41,61.37,41.86,119.29,2673.8,50.31,28.53,80,2128.4,0,42.01,1.16,31.45,63.41,85.37,79,-81.27,1
5_2019_07_16,0,16/07/2019 19:46,50.0,39.0,120.0,2415.38,35.0,-67.83,120.0,34.72,1.22,40.07,9382.62,49.03,46.34,63.41,61.37,42.01,118.93,2538.91,52.23,28.2,80,2359.27,0,47.37,1.16,77.27,63.41,85.37,79,-81.27,1
5_2019_07_16,0,16/07/2019 19:46,50.0,39.0,120.0,2415.38,35.0,-67.8,120.0,35.05,1.22,40.07,9420.88,58.61,46.34,63.41,61.37,42.17,118.93,2385.21,52.01,28.5,80,1840.47,0,41.65,1.16,142.96,63.03,84.6,75,-77.74,1
5_2019_07_16,0,16/07/2019 19:46,50.0,39.0,120.0,2415.38,35.0,-69.11,120.0,35.05,1.22,40.07,9420.88,58.61,46.34,63.41,61.37,42.17,118.93,2385.21,52.01,28.5,80,1840.47,0,41.65,1.16,142.96,63.03,84.6,75,-77.74,1
5_2019_07_16,0,16/07/2019 19:46,50.0,39.0,120.0,2415.38,38.0,-67.8,120.0,35.05,1.22,40.07,9420.88,58.61,46.34,63.41,61.37,42.17,118.93,2385.21,52.01,28.5,80,1840.47,0,41.65,1.16,142.96,63.03,84.6,75,-77.74,1
5_2019_07_16,0,16/07/2019 19:46,50.0,39.0,120.0,2415.38,38.0,-69.99,120.0,35.37,1.22,40.07,9402.08,58.61,46.34,63.41,61.37,42.39,120.71,2295.07,50.89,28.77,80,2122.57,0,38.38,1.16,124.71,65.01,83.36,73,-78.1,1
5_2019_07_16,0,16/07/2019 19:47,50.0,39.0,120.0,2415.38,38.0,-69.72,120.0,35.36,1.22,40.07,9440.34,45.57,46.34,63.41,61.37,42.69,120.36,1936.45,49.86,28.91,80,1974.71,0,38.38,1.16,118.94,65.01,82.13,72,-77.74,1
5_2019_07_16,0,16/07/2019 19:47,50.0,39.0,120.0,2415.38,38.0,-71.06,120.0,35.36,1.22,40.07,9440.34,45.57,46.34,63.41,61.37,42.69,120.36,1936.45,49.86,28.91,80,1974.71,0,38.38,1.16,118.94,65.01,82.13,72,-77.74,1
5_2019_07_16,0,16/07/2019 19:48,50.0,39.0,120.0,2415.38,38.0,-70.57,120.0,35.53,1.22,40.07,9395.59,57.97,46.34,63.41,61.37,43.13,119.64,1853.44,44.57,30.59,80,1372.24,0,39.25,1.16,120.23,65.01,79.74,72,-76.67,1
5_2019_07_16,0,16/07/2019 19:48,50.0,39.0,120.0,2415.38,44.0,-70.57,120.0,35.53,1.22,40.07,9395.59,57.97,46.34,63.41,61.37,43.13,119.64,1853.44,44.57,30.59,80,1372.24,0,39.25,1.16,120.23,65.01,79.74,72,-76.67,1
5_2019_07_16,0,16/07/2019 19:48,50.0,39.0,120.0,2415.38,38.0,-71.87,120.0,35.53,1.22,40.07,9395.59,57.97,46.34,63.41,61.37,43.13,119.64,1853.44,44.57,30.59,80,1372.24,0,39.25,1.16,120.23,65.01,79.74,72,-76.67,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,44.0,-71.38,120.0,35.72,1.22,40.07,9440.34,48.35,46.34,63.41,61.37,43.8,120.0,1776.26,44.32,30.82,80,1365.76,0,39.25,1.16,120.56,65.01,77.0,71,-76.0,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,47.0,-71.87,120.0,35.72,1.22,40.07,9440.34,48.35,46.34,63.41,61.37,43.8,120.0,1776.26,44.32,30.82,80,1365.76,0,39.25,1.16,120.56,65.01,77.0,71,-76.0,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,47.0,-72.73,120.0,35.72,1.22,40.07,9440.34,48.35,46.34,63.41,61.37,43.88,120.0,1776.26,44.32,30.82,80,1365.76,0,39.25,1.16,119.91,65.01,77.0,71,-76.0,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,47.0,-72.76,120.0,35.68,1.22,40.07,9407.91,57.71,46.34,63.41,61.37,43.96,120.36,1750.97,45.66,30.19,80,962.39,0,39.25,1.16,120.56,65.01,76.65,71,-76.67,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,65.0,-72.76,120.0,35.68,1.22,40.07,9440.34,57.71,46.34,63.41,61.37,43.96,120.36,1750.97,44.9,30.19,80,962.39,0,44.91,1.16,120.56,65.01,76.65,71,-76.67,1
5_2019_07_16,0,16/07/2019 19:49,50.0,39.0,120.0,2415.38,47.0,-80.86,120.0,35.68,1.22,40.07,9440.34,57.71,46.34,63.41,61.37,43.96,120.36,1750.97,44.9,30.19,80,962.39,0,44.91,1.16,120.56,65.01,76.65,71,-76.67,1
5_2019_07_16,0,16/07/2019 19:50,50.0,39.0,120.0,2415.38,65.0,-88.93,120.0,36.02,1.22,40.07,9395.59,57.71,46.34,64.18,61.37,44.4,120.0,1744.49,45.7,32.81,80,1007.13,0,44.91,1.16,119.26,63.13,74.94,71,-81.27,1
5_2019_07_16,0,16/07/2019 19:59,50.0,39.0,120.0,2415.38,65.0,-89.0,120.0,37.79,1.22,47.54,9407.91,48.35,48.9,64.18,61.37,48.13,120.0,1673.8,46.47,36.85,80,2243.84,0,55.2,1.16,119.91,61.52,68.57,67,-85.48,1
5_2019_07_16,0,16/07/2019 20:02,50.0,39.0,120.0,2415.38,35.0,-89.0,120.0,38.23,1.22,47.54,9427.37,51.4,48.9,67.77,61.37,48.74,120.0,1878.73,70.5,0.0,0,4416.99,0,50.27,1.16,15.76,55.41,68.47,71,-87.94,1
5_2019_07_16,0,16/07/2019 20:02,50.0,39.0,120.0,2415.38,35.0,-75.81,120.0,38.23,1.22,47.54,9414.4,51.4,48.9,67.77,61.37,48.74,120.0,1872.24,70.5,11.44,80,4346.3,0,50.27,1.16,15.76,55.41,68.36,71,-87.94,1
5_2019_07_16,0,16/07/2019 20:27,50.0,39.0,120.0,2415.38,35.0,-74.49,120.0,42.09,1.22,49.63,9382.62,54.93,47.36,66.49,61.37,49.49,119.64,2179.64,46.21,32.74,80,1821.01,0,39.11,1.16,15.43,52.42,45.15,79,-90.41,1
5_2019_07_16,0,16/07/2019 20:28,50.0,39.0,120.0,2415.38,35.0,-69.54,120.0,42.73,1.22,49.63,9402.08,50.6,47.36,66.49,61.37,49.49,119.29,2116.08,63.61,47.98,80,1846.95,0,40.71,1.16,126.95,52.17,43.9,77,-89.01,1
5_2019_07_16,0,16/07/2019 20:28,50.0,39.0,120.0,2415.38,35.0,-68.8,120.0,42.33,1.22,49.63,9389.11,57.55,47.36,66.49,61.37,49.49,120.71,2071.34,63.48,23.36,80,1846.95,0,44.41,1.16,23.44,59.34,42.88,73,-75.64,1
5_2019_07_16,0,16/07/2019 20:29,50.0,39.0,120.0,2415.38,35.0,-61.29,120.0,42.73,1.22,49.63,9389.11,46.01,47.36,66.49,61.37,49.41,119.64,2032.43,53.64,42.03,80,2616.08,0,46.21,1.16,26.95,53.1,41.75,69,-87.94,1
5_2019_07_16,0,16/07/2019 20:29,50.0,39.0,120.0,2415.38,35.0,-62.45,120.0,42.73,1.22,49.63,9389.11,48.45,47.36,66.49,61.37,49.41,119.64,2020.1,53.64,42.03,80,1866.41,0,46.21,1.16,26.95,53.1,41.75,69,-87.94,1
5_2019_07_16,0,16/07/2019 20:29,50.0,39.0,120.0,2415.38,38.0,-61.29,120.0,42.73,1.22,49.63,9389.11,48.45,47.36,66.49,61.37,49.41,119.64,2020.1,53.64,42.03,80,1866.41,0,46.21,1.16,26.95,53.1,41.75,69,-87.94,1
5_2019_07_16,0,16/07/2019 20:30,50.0,39.0,120.0,2415.38,38.0,-60.21,120.0,42.25,1.22,49.63,9414.4,48.45,47.36,66.49,61.37,49.41,118.93,2020.1,49.54,43.81,80,1718.55,0,46.21,1.16,113.16,53.1,41.05,69,-87.27,1
5_2019_07_16,0,16/07/2019 20:30,50.0,39.0,120.0,2415.38,38.0,-59.42,120.0,42.29,1.22,49.63,9395.59,56.24,47.36,66.49,61.37,49.41,120.36,1994.16,41.31,40.21,80,1885.21,0,46.21,1.16,138.81,49.7,40.46,67,-62.94,1
5_2019_07_16,0,16/07/2019 20:30,50.0,39.0,120.0,2415.38,38.0,-59.31,120.0,42.29,1.22,49.63,9395.59,56.24,47.36,66.49,61.37,49.41,120.36,1994.16,41.31,40.21,80,1885.21,0,46.21,1.16,138.81,49.7,40.46,67,-60.84,1
5_2019_07_16,0,16/07/2019 20:30,50.0,39.0,120.0,2415.38,41.0,-59.42,120.0,42.29,1.22,49.63,9395.59,56.24,47.36,66.49,61.37,49.41,120.36,1994.16,41.31,40.21,80,1885.21,0,46.21,1.16,138.81,49.7,40.46,67,-60.84,1
5_2019_07_16,0,16/07/2019 20:30,50.0,39.0,120.0,2415.38,41.0,-60.57,120.0,42.29,1.22,49.63,9395.59,56.24,47.36,66.49,61.37,49.34,120.36,1994.16,41.31,40.21,80,1885.21,0,46.21,1.16,138.81,49.7,40.46,67,-60.84,1
5_2019_07_16,0,16/07/2019 20:31,50.0,39.0,120.0,2415.38,41.0,-59.72,120.0,42.67,1.22,49.63,9389.11,56.24,47.36,66.49,61.37,49.41,120.36,1929.96,60.91,32.61,80,1885.21,0,46.21,1.16,121.82,48.04,39.93,68,-56.56,1
5_2019_07_16,0,16/07/2019 20:31,50.0,39.0,120.0,2415.38,44.0,-59.72,120.0,42.7,1.22,49.63,9389.11,51.08,47.36,66.49,61.37,49.26,120.71,1929.96,58.93,30.32,80,1942.93,0,46.5,1.16,120.88,48.04,39.26,68,-40.01,1
5_2019_07_16,0,16/07/2019 20:32,50.0,39.0,120.0,2415.38,47.0,-59.72,120.0,42.76,1.22,49.63,9382.62,57.52,47.36,66.49,61.37,49.26,120.36,1962.39,47.94,35.23,80,1878.73,0,49.33,1.16,119.58,73.28,38.39,76,-62.94,1
5_2019_07_16,0,16/07/2019 20:33,50.0,39.0,120.0,2415.38,47.0,-59.69,120.0,42.32,1.22,49.63,9433.85,57.58,47.36,65.78,61.37,49.18,120.0,1917.64,46.43,38.56,80,2038.91,0,47.44,1.16,120.56,74.31,37.59,78,-55.52,1
5_2019_07_16,0,16/07/2019 20:33,50.0,39.0,120.0,2415.38,47.0,-67.73,120.0,42.32,1.22,49.63,9433.85,57.58,47.36,65.78,61.37,49.18,120.0,1917.64,46.43,38.56,80,2038.91,0,47.44,1.16,120.56,74.31,37.59,78,-55.52,1
5_2019_07_16,0,16/07/2019 20:33,50.0,39.0,120.0,2415.38,65.0,-59.69,120.0,42.32,1.22,49.63,9433.85,57.58,47.36,65.78,61.37,49.18,120.0,1917.64,46.43,38.56,80,2038.91,0,47.44,1.16,120.56,74.31,37.59,78,-55.52,1
5_2019_07_16,0,16/07/2019 20:34,50.0,39.0,120.0,2415.38,65.0,-75.44,120.0,42.61,1.22,49.63,9389.11,57.58,47.36,65.78,61.37,49.11,120.36,1859.92,49.77,39.34,80,2071.34,0,46.58,1.16,119.91,75.21,37.15,79,-61.19,1
5_2019_07_16,0,16/07/2019 20:34,50.0,39.0,120.0,2415.38,65.0,-77.92,120.0,42.64,1.22,49.63,9382.62,57.58,47.36,65.78,61.37,49.03,119.64,1981.19,49.77,39.37,80,2090.14,0,46.58,1.16,119.58,75.21,37.15,79,-62.94,1
5_2019_07_16,0,16/07/2019 20:34,50.0,39.0,120.0,2415.38,65.0,-70.0,120.0,43.02,1.22,49.63,9389.11,46.62,47.36,65.78,61.37,49.03,119.64,1962.39,49.77,40.85,80,2103.11,0,46.58,1.16,119.58,75.21,37.15,79,-62.94,1
5_2019_07_16,0,16/07/2019 20:37,50.0,39.0,120.0,2415.38,65.0,-70.0,130.0,43.13,1.22,48.89,9395.59,46.37,47.36,65.78,60.53,48.66,120.0,1866.41,49.67,40.55,80,2230.87,0,52.45,1.16,119.91,73.7,36.2,81,-61.91,1
5_2019_07_16,0,16/07/2019 20:50,50.0,39.0,120.0,2415.38,65.0,-75.0,130.0,42.18,1.22,47.98,9433.85,52.58,47.36,65.78,60.53,48.13,120.36,1981.19,49.45,53.19,80,1731.52,0,61.81,1.16,130.16,67.07,40.32,77,-74.21,1
5_2019_07_16,0,16/07/2019 20:50,50.0,39.0,120.0,2415.38,65.0,-75.0,125.0,42.24,1.22,47.98,9414.4,56.52,47.36,65.78,60.53,48.13,120.0,2000.65,50.28,52.29,80,1782.75,0,61.59,1.16,130.16,67.07,40.57,77,-73.86,1
5_2019_07_16,0,16/07/2019 21:27,50.0,39.0,120.0,2415.38,65.0,-75.0,130.0,39.44,1.22,49.49,9402.08,45.54,48.58,66.84,60.53,48.97,120.36,2020.1,51.05,39.47,80,2616.08,0,58.68,1.16,125.03,67.07,41.73,75,-74.21,1
5_2019_07_16,0,16/07/2019 21:37,50.0,39.0,120.0,2415.38,35.0,-75.0,130.0,39.71,1.22,49.49,9420.88,47.68,48.58,66.84,60.53,48.44,119.64,2301.56,56.01,0.0,0,2743.84,0,41.07,1.16,24.09,66.2,47.45,84,-48.82,1
